PlantID,date,altitude,east,north
M1455,2012-06-20,1142.43,366.3127305607,100.7001051428
M1456,2012-06-20,1135.73,681.4287797924,46.6694596829
M1457,2012-06-20,1142.15,331.4455914496,111.3497424051
M1458,2012-06-20,1135.93,683.0704874818,46.9427103791
M1459,2012-06-20,1140.78,359.2553605703,99.9991645049
M1460,2012-06-20,1140.18,358.5513576113,100.5398244336
M1461,2012-06-20,1143.59,366.765494893,103.2138066934
M1462,2012-06-20,1140.69,359.1442975585,100.0925380792
M1463,2012-06-20,1139.82,358.7655126672,99.8756506164
M1464,2012-06-20,1142.33,365.7514181531,102.6606534505
M1465,2012-06-20,1135.43,683.5483794012,46.7065757234
M1466,2012-06-20,1141.84,331.2617033741,111.4527891632
M1467,2012-06-20,1134.96,450.5013476441,101.1806421811
M1468,2012-06-20,1136,683.1892149805,46.8947896892
M1469,2012-06-20,1135.59,680.6877979582,47.4747827267
M1470,2012-06-20,1142.33,362.9624003884,102.2244399171
M1471,2012-06-20,1135.07,816.891595276,45.5113165285
M1472,2012-06-20,1135.82,689.492292793,43.3354491768
M1473,2012-06-20,1142.76,365.9384197244,102.2666241648
M1474,2012-06-20,1147.19,350.4596240652,112.7018535761
M1475,2012-06-30,1181.48,-817.81804267,216.6593633061
M1476,2012-06-20,1140.3,358.5410620996,99.6726391269
M1477,2012-06-20,1140.13,338.0072078365,108.7345323283
M1478,2012-06-20,1142.23,365.7951735015,102.3559040679
M1479,2012-06-30,1128.09,138.9366966879,44.3756869147
M1480,2012-06-20,1141.31,359.420883178,99.8818809055
M1481,2012-06-20,1143.01,366.4931550792,102.7281371197
M1482,2012-06-20,1140.73,359.1044181504,100.3061849363
M1483,2012-06-20,1134.51,446.752055053,107.070164362
M1484,2012-06-30,1135.51,240.5118819823,69.1213999689
M1485,2012-06-30,1175.54,-820.4098032454,219.3652760154
M1486,2012-06-30,1194.51,-1212.7861608247,276.6904558418
M1487,2012-06-20,1135.31,445.0730919321,104.6319068912
M1488,2012-06-20,1135.51,682.2007045853,47.2208267031
M1489,2012-06-20,1135.36,686.5865126881,45.9731021803
M1490,2012-06-30,1214.46,-1476.4099275961,423.4612108748
M1491,2012-06-20,1136.05,373.9608169288,98.0154216103
M1492,2012-06-20,1135.98,682.5848624695,46.5914771566
M1493,2012-06-30,1188.31,-925.2272922313,258.3833191665
M1494,2012-06-30,1135.69,404.3669094012,98.5647488907
M1495,2012-06-20,1134.21,601.7632450599,105.3444329211
M1496,2012-06-30,1179.1,-949.4479531306,266.5634730235
M1497,2012-06-20,1135.36,687.04905957,45.4983769972
M1498,2012-06-20,1134.82,684.6702542849,46.5590012018
M1499,2012-06-30,1215.43,-1470.1438158418,423.1052137129
M1500,2012-06-20,1136.16,386.3860642339,95.2546106856
M1501,2012-06-20,1303.58,488.2211352666,403.1350967679
M1502,2012-06-20,1304.98,488.4360215245,402.6374930479
M1503,2012-06-19,1281.44,913.9528770341,405.3978009317
M1504,2012-06-30,1214.84,-1480.6512114409,423.7048063651
M1505,2012-06-29,1411.68,-537.4956344158,865.8756908588
M1506,2012-06-19,1280.67,914.1905107219,404.982142997
M1507,2012-06-30,1217.37,-1505.0155376169,427.3876357097
M1508,2012-06-30,1400.64,-337.3136987111,910.2538521988
M1509,2012-06-19,1281.2,904.0950463082,395.4193746345
M1510,2012-06-30,1366.77,-11.5148830645,916.2654728601
M1511,2012-06-29,NA,NA,NA
M1512,2012-06-30,1377.84,-75.8236810505,1053.8600913696
M1513,2012-06-30,1360.01,-23.6433909169,815.0145536605
M1514,2012-06-30,1357.67,-35.7161265144,731.0113089066
M1515,2012-06-19,1283.12,940.7004135225,412.1941856397
M1516,2012-06-20,1286.16,824.1409555556,403.377631871
M1517,2012-06-30,1375.58,-35.3241431189,1052.2963636983
M1518,2012-06-20,1303.86,483.5045342727,404.5397764975
M1519,2012-06-20,1316.9,249.9468473021,520.4024012536
M1520,2012-06-30,1231.16,-1728.0555211508,347.9959114715
M1521,2012-06-29,1405.81,-333.645974964,908.2048751712
M1522,2012-06-30,1401.23,-336.4990994782,909.6819262952
M1523,2012-06-19,1281.18,909.1143146041,395.731881151
M1524,2012-06-20,1304.42,490.0529526453,402.3101867959
M1525,2012-06-30,1370.68,-18.7792627104,955.7150230641
M1526,2012-06-30,1374.18,-23.3102168049,962.2252169941
M1527,2012-06-29,1412.61,-625.9907391724,868.8914725315
M1528,2012-06-30,1359.26,-35.8176288494,729.4532748191
M1529,2012-06-30,1401.47,-334.2144948663,909.3760020491
M1530,2012-06-19,1280.57,920.7464276906,406.053265282
M1531,2012-06-29,NA,NA,NA
M1532,2012-06-27,1390.22,-228.3597252674,1274.7946416484
M1533,2012-06-30,1368.47,-14.3532428863,941.1293212576
M1534,2012-06-30,1179.81,-929.9538279262,262.950657744
M1535,2012-06-19,1281.04,915.5085824141,406.3416561149
M1536,2012-06-29,1415.16,-652.8371103612,876.5231076162
M1537,2012-06-19,1279.47,945.8932210285,423.8663134584
M1538,2012-06-30,1360.67,-14.9222838457,808.7064028848
M1539,2012-06-29,NA,NA,NA
M1540,2012-06-30,1360.29,-23.576583892,815.2248211438
M1541,2012-06-30,1373.41,-22.4957393863,959.4223384038
M1542,2012-06-30,1376.55,-85.8525932664,1054.8466298021
M1543,2012-06-20,1307.11,417.564449947,421.5638733553
M1544,2012-06-30,1364.8,-16.7560189364,887.2785450136
M1545,2012-06-27,1391.35,-228.3848431234,1274.6749818511
M1546,2012-06-30,1376.94,-51.659691963,1054.2043756759
M1547,2012-06-30,1217.45,-1502.6709598032,426.2522330657
M1548,2012-06-30,1365.72,-11.1638547262,915.5398290101
M1549,2012-06-30,1216.66,-1512.456418154,426.2119885199
M1550,2012-06-30,1374.92,-24.6167208822,965.0023572659
M1551,2012-06-29,1401.01,-313.7186926451,916.2103745705
M1553,2012-06-30,1409.04,-506.9559629474,858.2473570602
M1554,2012-06-30,1409.33,-506.9628576784,858.0542056002
M1555,2012-06-29,NA,NA,NA
M1556,2012-06-29,1406.87,-395.177736728,898.5943709183
M1557,2012-06-30,1371.87,3.0868685901,1040.4457293544
M1558,2012-06-29,1409.93,-473.1625603079,866.8667923873
M1559,2012-06-29,1412.19,-537.6669185425,866.7726307027
M1560,2012-06-29,1411.83,-532.1819399147,866.2938727876
M1561,2012-06-29,1409.79,-471.0482816843,867.1990049053
M1562,2012-06-29,1428.43,-1012.4688135678,1033.7948187785
M1563,2012-06-29,1401.4,-313.8737611381,914.3630875712
M1564,2012-06-29,NA,NA,NA
M1565,2012-06-29,NA,NA,NA
M1566,2012-06-29,1400.69,-357.6135553925,906.5290249595
M1567,2012-06-29,1392.03,-245.9526173171,1184.9285043832
M1568,2012-06-30,1408.69,-472.3996925809,867.2826512447
M1569,2012-06-29,1402.89,-370.0313789484,904.018466658
M1570,2012-06-29,1400.08,-330.832974051,913.6799893016
M1571,2012-06-29,1401.16,-313.420323484,916.4070045454
M1573,2012-06-29,1408.84,-449.6759427781,876.5064667454
M1574,2012-06-29,1408.97,-474.348493623,867.4039323106
M1575,2012-06-27,1392.26,-228.0761743083,1271.4611585969
M1576,2012-06-30,1372.55,-0.5874323396,1043.7550170897
M1577,2012-06-30,1373.39,-5.4955454901,1044.3903274257
M1578,2012-06-30,1372.8,-16.7441202881,1049.8575739805
M1579,2012-06-29,1413.62,-531.2158587535,866.9817922795
M1580,2012-06-20,1139.4,299.007662435,83.4401513655
M1581,2012-06-29,NA,NA,NA
M1582,2012-06-30,1371.64,-1.3162767276,1043.1599474615
M1583,2012-06-30,1375.51,-14.2975607639,1048.4083981654
M1584,2012-06-27,1389.32,-223.7191791752,1291.6791109499
M1585,2012-06-29,1414.44,-537.0246274936,867.1931353407
M1586,2012-06-30,1371.27,-1.8214493182,1042.743455206
M1587,2012-06-30,1372.52,-0.4539563702,1042.7852101773
M1588,2012-06-29,1430.35,-1058.6067313415,1046.7524089199
M1589,2012-06-29,1399.59,-315.9877397894,915.7831926895
M1590,2012-06-29,1407.73,-451.7447459013,875.6762462631
M1591,2012-06-30,1406.93,-401.6327610759,895.9175983518
M1592,2012-06-30,1385.47,-229.6855302418,1266.6413883837
M1593,2012-06-20,1137.68,300.5843924581,83.9749831827
M1594,2012-06-29,1399.23,-357.3490620065,907.1391292028
M1595,2012-06-27,NA,NA,NA
M1597,2012-06-20,1135.62,306.8214706583,85.8063529171
M1598,2012-06-20,1503.06,-2176.4361596443,736.5751614291
M1599,2012-06-30,1370.79,-13.8034475425,1048.6717611263
M1600,2012-06-29,1403.16,-387.7572748842,900.2222739886
M1601,2012-06-30,1153.04,-242.9875924141,-123.6195353428
M1602,2012-06-30,1254.66,-2134.236034054,113.7558375252
M1603,2012-06-30,1373.79,-22.8981703902,1053.4426149996
M1604,2012-06-30,1326.12,192.8532005704,550.6875612633
M1605,2012-06-30,1137.89,688.8150423042,50.4887779262
M1606,2012-06-30,1372.45,-23.4864300709,1053.3790566502
M1607,2012-06-30,1253.52,-2134.2463611424,113.30397755
M1608,2012-06-30,1250.94,-2134.4768327235,118.5014963485
M1609,2012-06-30,1250.74,-2134.9691678879,111.7118230043
M1610,2012-06-30,1254.71,-2133.9701739352,116.704586315
M1611,2012-06-30,1243.07,-2026.739384945,232.0492970152
M1612,2012-06-30,1245.26,-2060.960955351,211.3364082035
M1613,2012-06-30,1245.61,-2065.7672518257,206.5949487453
M1614,2012-06-29,1427.67,-1015.8649971203,1035.443603836
M1615,2012-06-30,1271.09,-51.9962064366,182.9959318303
M1616,2012-06-30,1372.6,-23.0047626137,1052.7563767256
M1617,2012-06-30,1324.76,189.7483095767,545.0099724382
M1618,2012-06-30,1372.17,-18.2483089163,1050.459178065
M1619,2012-06-29,1407.31,-404.1078920255,896.274490579
M1620,2012-06-30,1270.54,-50.5975240499,182.2688775873
M1621,2012-06-30,1135.22,402.5729837121,98.2143653966
M1622,2012-06-30,1139.69,218.699617684,65.4512366913
M1623,2012-06-30,1143.6,106.5762992387,25.8742438639
M1624,2012-06-30,1251.45,-2134.7395268522,113.9124965491
M1625,2012-06-30,1268.9,-45.0822372813,180.5108924964
M1626,2012-06-30,1253.74,-2134.6328137365,115.5848339675
M1627,2012-06-30,1135.49,590.5104384497,102.8684398411
M1628,2012-06-30,1151.9,-76.9861526005,-34.0684324866
M1630,2012-06-30,1268.8,-45.6931798861,180.4142663348
M1631,2012-06-30,1149.9,-75.6111014005,-32.3377041249
M1632,2012-06-30,1270.92,-48.8891293634,182.8843745459
M1633,2012-06-29,NA,NA,NA
M1634,2012-06-30,1328.43,88.5685615039,320.1393162915
M1635,2012-06-30,1237.09,-1930.6473,278.6874257578
M1636,2012-06-30,1153.8,-197.7425078001,-100.821542331
M1637,2012-06-30,1134.35,584.9351691722,102.1346177217
M1638,2012-06-30,1137.33,601.1365219357,112.7570834858
M1639,2012-06-30,1269.98,-51.0427377592,182.3547903197
M1640,2012-06-30,1253.37,-2134.3956017802,117.0402741358
M1641,2012-06-30,1147.98,-99.5071972013,-46.9348066943
M1642,2012-06-30,1304.48,131.7501723981,299.013881268
M1644,2012-06-20,1279.47,-21.1625472142,198.3339011678
M1645,2012-06-30,1374.98,-9.845079576,1047.9190734066
M1646,2012-06-30,1321.3,190.2772278486,555.5317407791
M1647,2012-06-30,1268.89,-46.0033419657,180.6352998335
M1648,2012-06-30,1281.78,-4.9533920325,211.8088769233
M1649,2012-06-30,1270.65,-50.8033845417,182.6087095821
M1650,2012-06-20,1279.22,-21.2026388071,198.6708179694
M1651,2012-06-30,1325.12,144.3290821976,399.9191394513
M1652,2012-06-30,1324.6,143.9685599657,399.0080050454
M1653,2012-06-30,1277.46,-26.6995427706,198.3763862746
M1654,2012-06-30,1325.28,144.2422730937,399.5969275739
M1655,2012-06-30,1327.67,105.8336389766,320.4148075245
M1656,2012-06-30,1327.32,105.250229718,321.3872776283
M1657,2012-06-30,1327.49,105.5843021998,321.5013609445
M1658,2012-06-30,1295.03,65.1146938153,249.0525740664
M1659,2012-06-30,1320.53,175.0699856992,482.9548207531
M1660,2012-06-30,1293.88,53.9445948898,242.3433301365
M1661,2012-06-30,1300.02,101.6992652679,268.9093634235
M1662,2012-06-29,1425.76,-821.3842233857,963.316997448
M1663,2012-06-30,1321.98,167.7419543103,464.7344928319
M1664,2012-06-30,1281.56,-4.3332733507,204.7049454954
M1665,2012-06-30,1318.85,193.1663626378,520.5608310075
M1666,2012-06-30,1278.8,-23.4228451916,200.0098058078
M1667,2012-06-30,1322.2,167.365726127,463.5525666047
M1668,2012-06-29,1425.88,-820.7228521734,966.3480549809
M1669,2012-06-29,1426.36,-826.0648693084,965.3429494044
M1670,2012-06-30,1279.32,-24.1708112267,199.9146688851
M1671,2012-06-29,1408.36,-442.7310534663,879.805267089
M1672,2012-06-29,1424.19,-816.7336218649,961.8854972655
M1674,2012-06-24,1232.18,-1828.0730045277,321.5544313118
M1675,2012-06-29,1426.2,-942.7898410654,1011.3654501727
M1676,2012-06-29,1427.03,-820.6937698109,962.0623107562
M1677,2012-06-29,1426.66,-875.7087250292,977.8970089769
M1678,2012-06-29,NA,NA,NA
M1679,2012-06-29,1436.25,-1079.2621627615,893.4689277606
M1680,2012-06-29,1425.88,-822.3313090601,964.4401361067
M1681,2012-06-29,1426.43,-822.3909597682,965.114866442
M1682,2012-06-29,1424.58,-949.67781142,1016.6251525339
M1683,2012-06-29,1432.07,-1074.3344717542,1051.4934380017
M1684,2012-06-29,1430.33,-1053.3757352149,1045.8818126153
M1685,2012-06-25,1133.19,461.4751179471,98.4145617308
M1686,2012-06-29,1426.85,-825.8716930984,965.1065088985
M1687,2012-06-29,1410.17,-551.6878608435,866.3532609567
M1688,2012-06-29,1424.22,-813.0477910789,960.4634993253
M1689,2012-06-29,1425.45,-982.4006496826,1027.0557612544
M1690,2012-06-29,1433.03,-1082.4113643943,1049.2205299726
M1691,2012-06-29,1421.39,-877.0745911644,983.1858136179
M1692,2012-06-29,1423.59,-822.9790262209,968.3517824924
M1693,2012-06-29,1431.87,-1061.5205353671,1047.9616883239
M1694,2012-06-29,1427.29,-982.1878017285,1025.3676733309
M1695,2012-06-29,1430.49,-1042.572982208,1042.3445225321
M1696,2012-06-29,1426.76,-822.9090155695,963.7868522415
M1697,2012-06-29,NA,NA,NA
M1698,2012-06-29,1437.41,-1077.9602392787,897.1003398458
M1699,2012-06-29,1430.57,-1060.6808663849,1047.614831727
M1700,2012-06-29,NA,NA,NA
M1701,2012-06-29,1420.17,-799.8112337588,951.810398723
M1702,2012-06-29,1420.29,-797.0493526778,949.141481176
M1703,2012-06-23,1133.54,436.7625270583,99.8889140403
M1704,2012-06-29,1421.38,-797.0481902733,950.3563566478
M1705,2012-06-29,1410.99,-537.4005666131,866.4754296606
M1706,2012-06-29,1410.2,-549.7512411387,866.8573033968
M1707,2012-06-23,1132.67,437.122541027,102.1648662966
M1708,2012-06-23,1138.59,439.0173111488,100.1743550552
M1709,2012-06-29,1417.84,-748.4396458144,924.7192114815
M1710,2012-06-29,1421.76,-797.4177880901,950.43482388
M1711,2012-07-01,1300.48,558.1077536482,395.1273588901
M1712,2012-06-29,1421.62,-799.0840398036,950.3820721582
M1713,2012-06-29,1417.31,-747.1441508307,924.8271321235
M1714,2012-06-29,1423.43,-795.8201143198,952.943648017
M1715,2012-06-29,1410.02,-556.2245916607,866.4263031511
M1716,2012-06-23,1132.6,437.5237266202,100.2016140902
M1717,2012-06-29,1424.21,-809.6974104928,957.047400496
M1718,2012-06-29,1421.67,-797.2497424437,949.9510187516
M1719,2012-06-29,1420.95,-797.228210221,950.5904306704
M1720,2012-06-23,1136.1,439.1931269111,99.1419142224
M1721,2012-06-29,1421.61,-798.415481211,951.3697303776
M1722,2012-06-29,1410.73,-545.187671554,866.1054557506
M1723,2012-06-29,1423.09,-795.8228877565,953.073607143
M1724,2012-06-29,1409.85,-547.6978219319,866.7259708447
M1725,2012-06-29,1412.48,-557.6782922886,865.3717139727
M1726,2012-06-29,1420.27,-799.9150461788,950.4622812513
M1727,2012-06-23,1134.4,442.1383708116,99.4321040427
M1728,2012-06-29,1420.15,-799.2820098141,952.2210177686
M1729,2012-06-29,1410.6,-556.0750141173,866.6389902774
M1730,2012-06-23,1132.97,447.7477698941,98.9383470993
M1731,2012-06-23,1132.99,439.1773483177,100.654578967
M1732,2012-06-23,1133.25,436.5479838162,99.3826278336
M1733,2012-06-29,1413.9,-539.3131145737,862.7839850346
M1734,2012-06-29,1424.11,-810.826413154,957.6928014727
M1735,2012-06-29,1412.13,-557.9579737816,865.9111509202
M1736,2012-06-29,1412.8,-538.7030107074,863.4102847259
M1737,2012-06-23,1133.14,447.568878343,98.8558840761
M1738,2012-06-29,1411.88,-559.7753243479,866.6962045636
M1739,2012-06-29,1412.49,-539.3610593393,863.3264344018
M1740,2012-06-29,1417.69,-724.1373254463,913.6614893433
M1741,2012-06-29,1417.61,-732.053621799,917.7895609178
M1742,2012-06-29,1411.32,-549.9957076178,866.0537595227
M1743,2012-06-29,1411.44,-560.6914950107,866.2620464005
M1744,2012-06-23,1134.81,450.156384601,96.7068572128
M1745,2012-06-29,1408.3,-543.4691697349,866.8117801826
M1746,2012-06-29,1411.4,-543.1208552243,865.5875237249
M1747,2012-06-29,1421.07,-800.3173783363,953.0641671969
M1748,2012-06-23,1133.1,436.4037923907,100.0626998013
M1749,2012-06-29,1421.44,-797.647943409,950.3207517825
M1750,2012-06-29,1411.08,-537.3845310667,866.5552099515
M1751,2012-06-30,1137.06,446.627988204,105.2525154147
M1752,2012-06-29,1411.1,-538.2869055906,866.3196772272
M1753,2012-06-29,1417.15,-541.5591355443,865.1228786642
M1754,2012-06-20,1135.58,380.5940647214,90.9608276486
M1755,2012-06-20,1134.97,379.8925725265,91.5814138409
M1756,2012-06-30,1128.23,163.4026212709,55.881331291
M1757,2012-06-29,1421.95,-798.8476721344,950.3716997765
M1758,2012-06-29,1409.89,-548.728878391,866.7483751811
M1759,2012-06-20,1140.73,233.3988395057,66.1713244738
M1760,2012-06-20,1132.9,433.2583450333,99.0606296072
M1761,2012-06-20,1140.18,284.7779574227,76.4005614212
M1762,2012-06-20,1135.44,377.2828719746,90.7190444749
M1763,2012-06-20,1140.95,224.9910959046,67.5762257855
M1764,2012-06-20,1134.57,485.94625374,97.8923796015
M1765,2012-06-20,1145.12,-102.7848250777,-42.8158100946
M1766,2012-06-20,1134.95,380.2833528228,91.7493108138
M1767,2012-06-20,1148.31,32.3419222565,4.116848127
M1768,2012-06-20,1143.02,228.886765288,63.6561237723
M1769,2012-06-20,1140,194.7002131983,63.27627833
M1770,2012-06-30,1137.16,480.2963185758,99.2638349589
M1771,2012-06-20,1141.09,141.7706988699,21.4153955011
M1772,2012-06-20,1141.45,227.9266092273,68.4105745768
M1773,2012-06-20,1133.68,612.5030755363,104.2479667049
M1774,2012-06-20,1150.36,-264.6739514314,-129.7682182034
M1775,2012-06-30,1137.3,459.6801021252,105.7521313615
M1776,2012-06-20,1146.14,-119.4114088027,-49.9595250059
M1777,2012-06-20,1134.69,380.5086853284,91.9500924535
M1778,2012-06-20,1148.72,77.3342155006,12.1186351422
M1779,2012-06-29,1409.6,-543.1294426188,866.5859573493
M1780,2012-06-20,1134.32,379.2547843982,91.4561683331
M1781,2012-06-20,1147.67,78.3364415318,9.4847523393
M1782,2012-06-20,1150.66,-181.9935749921,-97.096543543
M1783,2012-06-29,1410.67,-549.6827676751,866.8798734844
M1784,2012-06-20,1143.83,233.6700742316,62.8002497312
M1785,2012-06-20,1144.67,43.3141593197,6.8104402544
M1786,2012-06-20,1151.44,-193.4821312211,-98.7858214742
M1787,2012-06-20,1139.72,151.1966658926,42.2614523629
M1788,2012-06-20,1135.2,379.8605930581,90.4312870232
M1789,2012-06-20,1144.23,81.2395436055,11.6930765565
M1790,2012-06-20,1147.14,-126.6158084185,-50.5584347984
M1791,2012-06-20,1148.51,-182.696017652,-97.1854977049
M1792,2012-06-20,1134.51,373.6840469333,90.9845412225
M1793,2012-06-20,1134.82,392.9965307139,93.1219896283
M1794,2012-06-20,1140.23,193.436542558,62.5292999819
M1795,2012-06-20,1139.51,265.8242523172,82.5249382872
M1796,2012-06-20,1140.42,241.7517347506,64.9213869656
M1797,2012-06-20,1153.06,110.7545493341,12.2697015908
M1798,2012-06-20,1133.64,326.1471553009,84.7841158127
M1799,2012-06-20,1139.79,193.0679591861,51.0863087904
M1800,2012-06-20,1144.43,151.7083082538,43.8072605785
M1801,2012-06-25,1363.38,-5.4617963682,884.5204245392
M1802,2012-06-25,1134.8,476.3919049529,97.6136473427
M1803,2012-06-25,1133.9,436.2603399396,99.4701365801
M1804,2012-06-25,1209.14,-1610.0983878741,364.674726381
M1805,2012-06-25,1143.63,362.7714361075,101.6434973842
M1806,2012-06-25,1134.06,817.8501610864,45.449918326
M1807,2012-06-25,1135.67,455.1363704863,98.0355718117
M1808,2012-06-25,1371.02,-15.1508803011,1045.7413842725
M1809,2012-06-25,1370.57,-19.3196007903,1051.1882200493
M1811,2012-07-23,1133.16,459.328120128,98.8300028946
M1812,2012-07-23,1133.28,432.7828971252,99.9330687951
M1813,2012-06-25,1369.75,-18.53887286,1049.9715002999
M1814,2012-06-25,1132.5,603.9487618795,105.7106299112
M1815,2012-06-25,1134.35,468.9311150964,96.6948586311
M1816,2012-06-25,NA,NA,NA
M1817,2012-06-25,1370.9,-15.8782016409,1049.6016189139
M1818,2012-06-25,1134.7,468.9629520535,97.1242759246
M1819,2012-06-25,1370.75,-9.3973936978,1046.4905424938
M1820,2012-06-25,1134.25,457.1436394323,98.4158661654
M1821,2012-06-25,1145.25,363.2383087507,101.4107913198
M1822,2012-06-25,1142.56,341.3445668463,110.7539164266
M1823,2012-06-25,1134.96,408.9059832949,103.9415141968
M1824,2012-06-25,1141.6,152.1859864893,41.8298340309
M1825,2012-06-25,1160.03,-687.2675198128,158.428660797
M1826,2012-06-25,1144.27,351.4091436465,110.694901526
M1827,2012-06-25,1135.97,657.79493995,70.3412785623
M1828,2012-06-25,1372.59,-5.1193810605,988.5959124388
M1829,2012-06-25,1138.33,359.2158610241,99.966277306
M1830,2012-06-25,1134.68,433.5925912492,106.3596291048
M1831,2012-06-25,1152.33,-36.3889595495,-9.8206956945
M1832,2012-06-25,1146.04,76.4149258938,19.5633966643
M1833,2012-06-25,1131.55,469.7152193711,98.1811075285
M1834,2012-06-25,1134.73,431.0413661199,105.4777290998
M1836,2012-07-22,1149.67,-131.719991161,-55.5952245547
M1837,2012-06-25,1148.35,-94.4352612662,-36.3814726891
M1838,2012-06-25,1142.56,145.268872585,38.29804058
M1839,2012-06-25,1135.42,396.3346871263,100.8282363499
M1840,2012-06-25,1359.07,-13.3718293891,807.1192858657
M1841,2012-06-25,1135.81,816.3327881142,49.7383156121
M1842,2012-06-25,1145.81,58.7414399262,14.6260943413
M1843,2012-06-25,1143.19,332.1440872747,113.6486759372
M1844,2012-07-24,1300.1,553.2311368894,395.3140626568
M1845,2012-06-25,1133.97,570.9164809171,113.5619204091
M1846,2012-06-25,1143.4,341.6942131415,115.4330886984
M1847,2012-06-25,1144.65,350.5842756223,112.630542621
M1848,2012-06-25,1148.67,689.8502035969,47.533699912
M1849,2012-06-25,1135.1,398.9605881891,101.4672278538
M1850,2012-06-25,1130.2,476.5309541143,97.2045926088
M1851,2012-06-23,1132.78,436.4265708745,100.233469652
M1852,2012-06-23,1131.77,448.0566906321,96.726232009
M1853,2012-06-29,1426.67,-945.6238823404,1012.3161654305
M1854,2012-06-29,1429.86,-1063.3809530113,1049.1060426422
M1856,2012-06-29,1430.77,-1063.434855066,1048.8134647319
M1857,2012-06-29,1425.66,-931.4769110179,1006.7166543659
M1858,2012-06-25,1140.94,331.3748467558,109.2994237188
M1859,2012-06-29,1425.48,-956.4497422799,1018.7974987291
M1860,2012-06-23,1135.42,443.6072590044,98.8509761235
M1861,2012-06-29,1428.66,-1020.7482809462,1036.6512617711
M1862,2012-06-29,1429.54,-1063.0094256084,1049.0986120412
M1863,2012-06-29,1426.6,-956.0912614167,1018.7724495474
M1864,2012-06-23,1132.05,447.6658351059,98.5705488622
M1865,2012-06-29,1428.26,-1013.7308543568,1035.2101875851
M1866,2012-06-29,1428.38,-1022.7124413195,1037.4747033874
M1867,2012-06-29,1428.46,-1016.3779128704,1035.2871260997
M1868,2012-06-29,1437.1,-1077.5098604015,1049.1653290242
M1869,2012-06-29,1425.5,-956.2069244396,1018.6249166373
M1870,2012-06-29,1429.8,-1039.587212041,1042.0417377139
M1871,2012-06-23,1136.08,440.0965224463,99.4586291024
M1872,2012-06-29,1428.98,-1016.0810137503,1034.5120534012
M1873,2012-07-22,1139.08,335.7801410783,104.0920172408
M1874,2012-06-23,1134.39,448.9178470411,97.6863813465
M1875,2012-06-23,1132.35,436.3447085252,99.7124224463
M1876,2012-06-29,1423.8,-886.2341973314,985.3888124693
M1877,2012-06-29,1430.21,-1064.2888839562,1048.4786316594
M1879,2012-06-29,1428.83,-1039.0109541143,1042.248598217
M1880,2012-06-23,1134.16,450.0102156867,96.5640735412
M1881,2012-07-01,1292.46,660.133956695,425.9618684612
M1882,2012-07-01,1297.01,666.3024276831,420.1318762721
M1883,2012-07-01,1294.88,661.7412312763,423.1727393055
M1884,2012-07-01,1296.74,655.0143341073,425.3063694341
M1885,2012-07-01,1299.48,657.2831661652,427.7072189478
M1886,2012-07-01,1296.89,613.3142041889,418.0927395076
M1888,2012-07-01,1298.05,601.4967059178,411.0065063853
M1889,2012-07-01,1293.54,637.7746282421,425.6566885924
M1890,2012-07-01,1295.43,623.721251584,420.9854357718
M1891,2012-07-01,1295.18,625.1851361667,427.269477237
M1892,2012-07-01,1297.06,602.8367450568,410.6622259216
M1893,2012-07-01,1291.76,616.7662150689,420.6551554706
M1894,2012-06-24,1133.92,449.9608437767,96.3802652974
M1895,2012-07-01,1300.35,557.6517460264,395.2355596237
M1896,2012-07-01,1303.08,568.7140662328,399.3359803259
M1897,2012-06-24,1132.3,447.6982111699,98.4858011259
M1898,2012-07-01,1302.4,535.1936325009,391.9523129165
M1899,2012-07-01,1301.08,558.6985954652,394.258123463
M1900,2012-07-01,1298.08,603.7079726008,412.1486591995
M1901,2012-06-24,1132.76,447.8832821092,98.1795241153
M1902,2012-07-01,1299.19,598.4519375719,409.1248773485
M1903,2012-07-01,1293.81,663.3775576049,421.6026203847
M1904,2012-06-23,1132.33,447.8418762544,98.3132312763
M1905,2012-07-01,1295.24,666.5153518452,419.5887691611
M1906,2012-07-01,1298.98,599.3861477731,409.4379476914
M1907,2012-07-01,1294.34,602.8061616989,412.4171379115
M1908,2012-07-01,1305.38,482.6250623723,404.3360687494
M1909,2012-06-23,1133.33,436.0378611754,99.1749302549
M1910,2012-06-23,1133.12,435.7083226203,99.3661681842
M1911,2012-06-27,1133.45,436.7433209434,99.1417586794
M1912,2012-06-27,1133.5,430.1654554114,99.5349505935
M1913,2012-07-01,1301.07,552.5876204778,395.4490529057
M1914,2012-07-01,1300.08,557.7445907125,395.2256729743
M1915,2012-06-23,1132.96,435.9261918157,99.738048506
M1916,2012-07-01,1296.95,599.3263272283,410.7667452553
M1917,2012-07-01,1300.03,551.8725529558,392.9037478445
M1918,2012-06-27,1135.44,377.6153129064,90.8264955524
M1919,2012-07-01,1302.46,492.8623027994,400.7817621576
M1920,2012-06-27,1132.58,436.8741740927,99.0570562705
M1922,2012-06-26,1137.8,401.3698558307,94.8881255668
M1923,2012-06-26,1134.58,385.1910602865,92.3447211962
M1924,2012-06-26,1134.19,378.6776127923,91.7844592724
M1925,2012-06-26,1135.51,390.4200700463,93.0921270242
M1926,2012-06-26,1133.8,383.1666233353,92.5487535587
M1927,2012-06-27,1135.95,428.4962977924,98.6590572912
M1929,2012-06-23,1133.58,447.9345807208,98.9529842995
