PlantID,date,altitude,east,north
M0988,2012-06-17,1182.38,-688.7460404175,221.6811658554
M0989,2012-06-16,1472.22,-1783.9323943949,736.1759897368
M0990,2012-06-17,1176.62,-896.1422506472,238.2817927375
M0991,2012-06-20,1175.46,-821.3932794426,217.3083391041
M0992,2012-06-17,1172.52,-773.4826626002,204.6139461361
M0993,2012-06-17,1181.34,-684.2090084185,222.3631843226
M0994,2012-06-17,1170.58,-761.333576035,203.2011567876
M0995,2012-06-17,1174.55,-863.9325231002,229.3032083297
M0996,2012-06-18,1275.7,1025.3256835059,416.8567387685
M0997,2012-06-17,1183.52,-691.0956161925,225.4115832103
M0998,2012-06-17,1191.55,-1203.1357039341,272.7292574821
M0999,2012-06-17,1184.12,-653.1722207273,219.7960372278
M1000,2012-06-17,1183.42,-690.2459609399,224.8903162247
M1001,2012-06-17,1145.88,-37.8404531051,-8.8010101197
M1002,2012-06-18,1421.3,-798.4581402998,951.1769722104
M1003,2012-06-17,1215.93,-1565.1199020448,417.8191803042
M1004,2012-06-17,1242.15,-2045.7707158488,220.3283753609
M1005,2012-06-17,1139.51,143.0457996184,37.2705376865
M1006,2012-06-17,1141.73,200.3817259115,64.0575010255
M1007,2012-06-17,1141.12,152.335406524,42.5067248922
M1008,2012-06-17,1147.61,-143.0133107811,-57.4425134277
M1009,2012-06-17,1150.92,-280.3519279395,-140.1623444641
M1010,2012-06-16,1366.65,-1549.6247080579,683.8992186841
M1011,2012-06-17,1213.93,-1513.4830146032,424.7930508703
M1012,2012-06-17,1181.51,-1013.959397519,270.3937047841
M1013,2012-06-17,1180.8,-946.0913517964,264.6819624249
M1014,2012-06-17,1231.58,-1838.0607863078,327.2448711228
M1015,2012-06-17,1153.68,-299.5048591984,-123.6133623812
M1016,2012-06-17,1147.4,-57.0234613564,-17.2018919364
M1017,2012-06-17,1218.38,-1619.5370646011,376.6975054182
M1018,2012-06-17,1150.14,-184.4613166582,-95.2428687951
M1019,2012-06-17,1231.64,-1833.2537402774,319.3300590748
M1020,2012-06-17,1146.22,-65.8358550736,-23.5224051736
M1021,2012-06-18,1435.48,-1088.7912494738,931.738715223
M1022,2012-06-17,1140.03,192.8336523008,61.1399484258
M1023,2012-06-24,1210.46,-1472.1254892431,422.9106406365
M1024,2012-06-17,1138.12,329.4944387542,111.4108532928
M1025,2012-06-17,1148.65,-90.8899519851,-35.1341291368
M1027,2012-06-18,1435.64,-1088.6122598902,930.620685095
M1028,2012-06-17,1149.5,-219.1826963535,-96.9774640622
M1029,2012-06-17,1141.18,149.9469074492,42.3261031536
M1030,2012-06-18,1430.47,-1052.0358416669,1045.1907355757
M1031,2012-06-16,1338.73,-1818.7927457146,489.8967637159
M1032,2012-06-17,1150.3,-241.8280704045,-120.6505032666
M1033,2012-06-17,1151.05,-218.6509756705,-97.5807118639
M1034,2012-06-17,1251.68,-2134.7581079597,117.586254267
M1035,2012-06-17,1145.52,-81.6305310902,-38.7197026517
M1036,2012-06-17,1201.66,-1310.1385073385,319.6096474286
M1037,2012-06-16,1505.58,-2174.990417476,735.7005613586
M1038,2012-06-17,1135.83,296.6368175286,90.7429175796
M1039,2012-06-17,1140.43,142.4553902225,37.5023787785
M1040,2012-06-17,1138.54,199.7534294957,63.5468266988
M1041,2012-06-17,1252.42,-2136.5251160919,114.1290237661
M1043,2012-06-17,1230.1,-1833.6613565825,319.1269358406
M1044,2012-06-17,1144.82,77.2841544689,22.2768873964
M1045,2012-06-18,1276.99,1025.8533568825,416.9376937514
M1046,2012-06-17,1252.41,-2135.8590707192,113.5341184214
M1047,2012-06-17,1131.78,337.9120678765,98.6789171044
M1048,2012-06-17,1135,817.2708260821,54.4622543827
M1049,2012-06-16,1314.52,-2015.1418536665,427.6451381231
M1050,2012-06-17,1128.87,815.573590002,55.4377646316
M1051,2012-06-18,1278.4,977.4089336556,453.7054298203
M1052,2012-06-16,1136.77,699.6286241104,34.6498467261
M1053,2012-06-18,1264.41,1145.114538646,253.5645101955
M1054,2012-06-18,1267.12,1147.5696591341,251.4593610922
M1055,2012-06-18,1263.1,1141.1882806037,256.4116867874
M1056,2012-06-18,1279.81,-19.0874811346,202.0592484549
M1057,2012-06-18,1277.9,985.4763912429,457.370037443
M1058,2012-06-16,1138.71,505.1922891698,98.2562834462
M1059,2012-06-18,1279.42,-19.1299599191,202.320677436
M1060,2012-06-18,1276.8,1023.4994764393,435.9901507031
M1061,2012-06-18,1275.46,-31.7282392964,193.135152244
M1062,2012-06-18,1276.91,1025.140487143,415.624968431
M1064,2012-06-18,1277.28,989.1813696243,459.7777790353
M1065,2012-06-16,1136.89,697.1665089719,35.7802150855
M1066,2012-06-18,1278.17,1021.9079746206,439.4708617255
M1067,2012-06-18,1264.87,1146.0014322362,252.6077567246
M1068,2012-06-16,1129.31,618.6394319964,96.7469940875
M1069,2012-06-18,1263.42,1189.6915641644,222.3707745392
M1070,2012-06-16,1150.4,-86.6134143907,-41.2939862749
M1071,2012-06-16,1136.65,624.8467128539,94.2680273736
M1072,2012-06-18,1264.79,1151.4595843736,249.4276790218
M1073,2012-06-18,1274.91,1023.5403256783,438.3372951746
M1074,2012-06-16,1147.77,-88.5138310844,-42.8357592504
M1075,2012-06-18,1273.94,1025.3387464564,422.1736404905
M1076,2012-06-18,1264.14,1172.7979499623,234.1663468862
M1077,2012-06-18,1277.38,1023.0459530235,433.0288908277
M1078,2012-06-16,1135.58,780.2204985492,23.9382641027
M1079,2012-06-16,1133.45,504.812096422,98.6712748874
M1080,2012-06-16,1130.07,504.6876500146,101.186779635
M1081,2012-06-18,1292.67,55.9284811266,245.5999497548
M1082,2012-06-16,1134.12,553.9340158954,108.7913808059
M1083,2012-06-18,1317.63,245.6149367914,524.0407229904
M1084,2012-06-18,1278.49,1024.1244807699,437.4159787642
M1085,2012-06-18,1267.59,1144.7975988976,254.4018862359
M1086,2012-06-18,1265.79,1142.26962831,254.7454652991
M1087,2012-06-18,1275.61,1025.3048792676,416.3694555042
M1088,2012-06-16,1147.64,-87.6246046236,-42.5755924359
M1089,2012-06-18,1278.22,983.0835431042,455.5023427429
M1090,2012-06-16,1146.17,-86.3653594686,-39.6742519699
M1091,2012-06-18,1290.73,45.8633796559,241.9103623303
M1092,2012-06-18,1288.56,9.4217627263,220.2843921585
M1093,2012-06-19,1308.21,399.6020302389,408.3667773753
M1094,2012-06-18,1278.22,975.0723389461,449.6872181222
M1096,2012-06-18,1277.97,975.786417244,451.0965385232
M1098,2012-06-18,1274.22,1023.9947226418,430.7621849496
M1099,2012-06-18,1292.35,55.4602371973,245.8260287298
M1100,2012-06-16,1131.08,616.4889936079,95.5841895947
M1101,2012-06-18,1274.42,1027.1462852341,397.1692521619
M1102,2012-06-18,1269.11,1115.8061053987,274.2250687173
M1103,2012-06-18,1273.6,1027.2256137205,374.2022901997
M1104,2012-06-18,1270.46,1030.5372463375,351.7958635092
M1105,2012-06-18,1268.47,1104.3852792973,281.8966345005
M1106,2012-06-18,1268.03,1088.4982796016,292.7243808415
M1107,2012-06-18,1264.37,1141.5298374359,255.7184108086
M1108,2012-06-18,1267.89,1124.1699172832,269.2081609797
M1109,2012-06-18,1269.52,1032.556543386,343.9085696936
M1110,2012-06-18,1267.23,1090.6224573143,292.4428575793
M1111,2012-06-18,1266.57,1101.853650277,283.5273287725
M1112,2012-06-18,1269.33,1112.9133531024,276.8302005921
M1113,2012-06-18,1269.56,1082.2307815597,297.976484742
M1114,2012-06-18,1265.52,1118.4757007822,271.750036818
M1115,2012-06-18,1265.17,1144.6649431343,253.6959239375
M1116,2012-06-18,1265.65,1155.9724245541,230.706396685
M1117,2012-06-18,1263.83,1148.5691651902,249.3686989341
M1118,2012-06-18,1268.75,1090.6159801624,290.6861273814
M1119,2012-06-18,1266.85,1143.6131264175,253.8115809746
M1120,2012-06-18,1268.28,1105.9669215459,281.5165463509
M1121,2012-06-18,1269.51,1061.1120051912,314.2063184474
M1122,2012-06-18,1270.21,1097.6091689853,285.412924354
M1123,2012-06-18,1270.97,1030.1744824946,357.9518888574
M1124,2012-06-18,1268.73,1101.4411109108,284.3324171687
M1125,2012-06-18,1269.21,1030.5512933955,354.0722237388
M1126,2012-06-18,1270.81,1031.02157273,394.6212778278
M1127,2012-06-18,1269.27,1036.5915405388,319.7498002173
M1128,2012-06-18,1272.73,1027.7806468108,374.9203748591
M1129,2012-06-18,1272.48,1028.0890701296,388.1174976509
M1130,2012-06-18,1272.4,1027.9607963634,388.1355317477
M1131,2012-06-18,1276.77,1024.6732196358,400.2507621637
M1132,2012-06-18,1271.16,1028.8424981057,379.1121954257
M1133,2012-06-18,1274.03,1026.8735156951,396.8301477907
M1135,2012-06-18,1269.33,1036.1769345635,317.7198260669
M1136,2012-06-18,1270.5,1036.4201694578,319.1997241499
M1137,2012-06-18,1271.39,1029.5526720583,364.8325150106
M1138,2012-06-18,1271.23,1029.9258722729,364.8318412323
M1139,2012-06-18,1271.32,1029.7001429459,366.3267666455
M1140,2012-06-18,1273,1029.1297909205,374.5161121832
M1141,2012-06-18,1272.34,1028.2277650333,388.0416060602
M1142,2012-06-18,1267.83,1081.5397491252,298.8767320076
M1143,2012-06-18,1267.42,1076.5383008802,303.565569561
M1144,2012-06-18,1265.81,1124.7331982278,268.6124519305
M1145,2012-06-18,1266.14,1189.605575221,221.4744175803
M1146,2012-06-18,1266.61,1088.3916997248,293.1441795565
M1147,2012-06-18,1268.11,1103.6798250871,281.1523942966
M1148,2012-06-18,1270.53,1037.4199057839,317.6720624305
M1149,2012-06-18,1264.02,1149.2588964464,250.3607518822
M1150,2012-06-18,1265.16,1143.0868014697,254.495731825
M1151,2012-06-18,1423.44,-799.4150762018,950.7677243305
M1152,2012-06-15,1178.4,1618.1588969567,-217.8598965527
M1153,2012-06-18,1430.37,-1040.4747009412,1041.1609037016
M1155,2012-06-16,1343.26,-1765.2001180318,499.5077579636
M1156,2012-06-15,1179.64,1640.6709584046,-215.7330767354
M1157,2012-06-16,1302.74,-2078.1908896337,342.7617348013
M1158,2012-06-16,1338.08,-1786.1702380935,492.2852893975
M1159,2012-06-16,1344.67,-1750.8897067678,501.9781524735
M1160,2012-06-16,1325.17,-1938.3437166569,482.3576297518
M1161,2012-06-15,1182.81,1641.307947416,-211.0913456259
M1162,2012-06-15,1177.91,1622.7326887959,-216.9535676911
M1163,2012-06-18,1423.86,-799.6074028221,950.8342480529
M1164,2012-06-16,1336.24,-1827.2254046625,487.2888425598
M1165,2012-06-15,1179.95,1640.7458079977,-215.878237051
M1166,2012-06-18,1430.48,-1053.1592385086,1045.3252836512
M1167,2012-06-18,1421.17,-797.0810785168,950.2578836465
M1168,2012-06-15,1179.75,1640.8551786474,-215.8616332524
M1169,2012-06-18,1427.05,-956.5130430248,1017.7187883332
M1170,2012-06-15,1179.67,1640.7712801671,-215.9162648087
M1171,2012-06-15,1176.7,1587.8108385593,-210.7993929489
M1172,2012-06-16,1309.03,-2068.1040712091,349.8761841645
M1173,2012-06-18,1432.46,-1108.7544776515,995.0367093524
M1174,2012-06-15,1177.08,1601.9581139158,-214.9133953154
M1175,2012-06-18,1422.48,-869.4201822895,978.7472947314
M1176,2012-06-16,1309.4,-2043.6217285758,379.9549816847
M1177,2012-06-16,1314.58,-2046.8765088311,371.6536691999
M1178,2012-06-15,1177.05,1589.8550259758,-212.1926198229
M1179,2012-06-15,1176.25,1588.9520717452,-211.0303142816
M1180,2012-06-15,1177.73,1614.5730090439,-217.2831315491
M1181,2012-06-16,1306.25,-2061.1560629574,355.1567370575
M1183,2012-06-18,1429.65,-874.1647015279,979.5868562739
M1184,2012-06-18,1431.56,-1039.9081532985,1041.7498840075
M1185,2012-06-16,1305.39,-2091.9481868971,334.4501116239
M1186,2012-06-18,1421.74,-860.213831887,974.8380736355
M1187,2012-06-18,1429.82,-1027.9192675935,1038.356115032
M1188,2012-06-18,1429.61,-1046.0757888728,1044.0444711847
M1189,2012-06-15,1177.62,1602.3508725673,-215.4328450114
M1190,2012-06-16,1314.32,-2026.5186156327,405.2145015914
M1191,2012-06-18,1429.67,-1053.7175009014,1044.5463170959
M1192,2012-06-18,1433.05,-1043.7554466508,1042.3531233482
M1193,2012-06-16,1315.11,-2014.2313518634,427.1963214353
M1194,2012-06-18,1423.09,-798.834384295,949.9839887731
M1195,2012-06-18,1423.52,-798.1181847883,950.7257024506
M1196,2012-06-18,1429.25,-1053.4311879812,1045.4859750308
M1197,2012-06-18,1430.98,-1082.223695799,1048.605461563
M1198,2012-06-16,1306.62,-2068.3901519686,349.1930887569
M1199,2012-06-15,1182.05,1782.3818051528,-279.767097204
M1200,2012-06-16,1318.48,-1998.5365847561,449.3922027005
M1201,2012-06-18,1407.85,-423.1765519169,891.1715800241
M1202,2012-06-18,1404.18,-347.918352549,905.0204836493
M1203,2012-06-18,1287.23,11.2533550975,223.9924073946
M1204,2012-06-18,1411.46,-534.0890369547,865.5662915464
M1205,2012-06-20,1285.6,10.9983266422,223.6531483326
M1206,2012-06-18,1408.41,-488.1916815795,865.0968608959
M1207,2012-06-18,1422.75,-787.2967779883,942.4079005569
M1208,2012-06-18,1420.07,-797.3581679631,951.1959721567
M1209,2012-06-18,1410.56,-532.952600817,865.8514537364
M1210,2012-06-18,1419.79,-749.0076059665,924.8775907364
M1211,2012-06-18,1416.65,-697.6627120681,898.6221760185
M1212,2012-06-18,1412.81,-611.0995207301,867.4155189805
M1213,2012-06-18,1404.91,-381.272400543,899.3529078951
M1214,2012-06-18,1316.63,247.541621992,521.1336490111
M1215,2012-06-18,1286.86,19.0348693877,222.0221489267
M1216,2012-06-18,1445.07,-1182.057681086,736.6872432288
M1217,2012-06-18,1284.19,2.2450456456,216.6733882418
M1218,2012-06-18,1421.58,-799.5316317283,950.3514574375
M1219,2012-06-18,1404.69,-368.9838276986,902.2646395257
M1220,2012-06-18,1287.75,17.4116979145,227.4301536949
M1221,2012-06-18,1401.89,-315.458503242,912.6680123722
M1222,2012-06-18,1294.64,81.8359205322,259.7181750145
M1223,2012-06-18,1297.69,89.9601898663,268.9769424321
M1224,2012-06-20,1317.14,250.6384981841,518.4082230246
M1225,2012-06-18,1318.39,248.1079577242,521.3829216976
M1227,2012-06-18,1403.48,-348.2246257131,905.9477668507
M1228,2012-06-18,1301.77,111.8447333022,282.5526469732
M1229,2012-06-18,1414.08,-628.4789121635,869.9448707886
M1230,2012-06-18,1417.47,-720.9125234252,911.1618668167
M1231,2012-06-18,1277.42,-19.3984134652,206.5867959457
M1232,2012-06-18,1421.62,-798.3229803148,950.4525498813
M1233,2012-06-18,1284.73,9.0579249788,221.9951832481
M1234,2012-06-20,1301.31,108.9872388507,273.5475780563
M1235,2012-06-18,1402.47,-327.5066172021,910.0633895025
M1236,2012-06-18,1402.62,-321.0659118177,911.6976270294
M1237,2012-06-18,1276.25,-29.3359989664,202.9547831891
M1238,2012-06-18,1321.7,203.3608517497,554.6501712268
M1239,2012-06-18,1407.6,-446.1122023434,877.8544767275
M1240,2012-06-18,1402.8,-342.5195195001,907.879865773
M1241,2012-06-18,1404.39,-368.6932498866,902.1026610686
M1242,2012-06-18,1282.57,-1.4278815539,215.5972948801
M1243,2012-06-19,1310.09,371.5455558384,406.3273207108
M1244,2012-06-18,1289.92,39.5345548921,238.2290254813
M1245,2012-06-18,1404.26,-380.4052139453,899.8753542583
M1246,2012-06-18,1280.26,-1.8156410067,216.7375514591
M1247,2012-06-18,1284.15,2.4928150715,217.8300515991
M1248,2012-06-18,1403.38,-344.7605484415,906.2019646093
M1249,2012-06-18,1277.68,-26.4457497083,201.888347012
M1250,2012-06-18,1402.36,-330.9881841877,909.6938824821
M1251,2012-06-18,1316.3,246.0404920303,523.8306662003
M1252,2012-06-19,1307.04,403.1530761737,409.8386221342
M1253,2012-06-18,1319.22,247.450926868,522.4205873748
M1254,2012-06-19,1301.73,544.093596193,383.829515662
M1255,2012-06-19,1310.04,364.382421958,404.612533805
M1256,2012-06-19,1307.09,408.5417384831,411.3272300195
M1257,2012-06-19,1296.91,661.5393005221,422.8173378222
M1258,2012-06-19,1301.5,552.2183572516,394.2348280372
M1259,2012-06-19,1300.22,556.4193322609,385.9817885011
M1260,2012-06-19,1301.41,560.636537559,396.2316439953
M1261,2012-06-19,1308.75,412.2921607788,412.6814303519
M1262,2012-06-19,1300.35,560.270932045,396.7142156009
M1263,2012-06-18,1316.46,246.4828778885,524.1468022205
M1264,2012-06-19,1308.94,355.9589799443,392.6071108729
M1265,2012-06-19,1299.88,576.4904961607,392.0693329852
M1266,2012-06-19,1310.86,325.2883903126,396.6516786944
M1267,2012-06-19,1301.31,539.8511439748,392.1474196231
M1268,2012-06-19,1304.4,487.9868419538,394.6867602998
M1269,2012-06-19,1308.49,395.0999528015,408.1123359557
M1270,2012-06-19,1301.19,540.9012721527,391.6796625834
M1271,2012-06-19,1299.07,598.0457097347,409.1803448889
M1272,2012-06-19,1302.61,541.9044154487,390.9358999562
M1273,2012-06-19,1307.64,419.139135046,422.016575546
M1274,2012-06-19,1301.58,540.9154289563,383.3019349277
M1275,2012-06-19,1307.74,398.7476709355,408.2527584704
M1276,2012-06-19,1308.74,364.0248847263,395.9678640552
M1277,2012-06-19,1302.39,555.1668134611,395.3456835328
M1278,2012-06-19,1300.85,541.3089227231,392.0228441078
M1279,2012-06-19,1299.58,572.1679594351,399.8494913243
M1280,2012-06-19,1302.07,566.8818822349,398.2352751642
M1281,2012-06-19,1301.49,541.7616820005,392.2089585932
M1282,2012-06-19,1302.57,541.554449654,391.104033513
M1283,2012-06-19,1300.04,569.0741929048,399.0022746567
M1284,2012-06-19,1304.89,486.6505846624,403.8194815693
M1285,2012-06-19,1299.27,567.1533000648,399.0652155485
M1286,2012-06-19,1299.97,570.6128720579,399.4254161594
M1287,2012-06-19,1283.97,807.7104920489,399.0891732108
M1288,2012-06-20,1299.65,596.5825681161,409.8002472827
M1289,2012-06-19,1295.62,631.2666456214,424.8385058613
M1290,2012-06-19,1307.84,419.3345760687,422.3498306442
M1291,2012-06-19,1300.62,565.0842506193,397.1064349795
M1292,2012-06-19,1302.87,553.07779886,392.6908416552
M1293,2012-06-18,1314.69,248.3131400797,520.2735317489
M1294,2012-06-19,1302.33,539.1671904477,384.2747348268
M1295,2012-06-19,1299.44,597.3613590164,409.6852334524
M1296,2012-06-19,1298.22,615.1212460195,416.4219327513
M1297,2012-06-19,1301.6,541.924571695,392.1305749184
M1298,2012-06-19,1301.69,543.7036172444,392.705473002
M1299,2012-06-20,1316.95,250.3621091623,518.3767947592
M1300,2012-06-19,1300.75,557.8149725164,385.9023073372
M1301,2012-06-17,1276.55,-27.1941773429,196.889261269
M1302,2012-06-17,1184.49,-652.9764851144,220.7067200867
M1303,2012-06-19,1289.74,752.7231670656,371.7601137413
M1304,2012-06-17,1160.02,-457.5304337994,-1.3224859387
M1305,2012-06-19,1282.83,877.4713084386,406.2209020238
M1306,2012-06-17,1277.92,-20.6101652003,199.4028513851
M1307,2012-06-19,1296.98,616.6198887434,417.4118686216
M1308,2012-06-17,1184.56,-653.162426159,220.5610637739
M1310,2012-06-17,1184.11,-653.1262102549,219.9487813143
M1311,2012-06-30,1137.85,447.2374371644,104.974963814
M1312,2012-06-19,1287.77,803.3357132645,397.2317672037
M1313,2012-06-19,1283.3,870.237494049,405.2381768972
M1314,2012-06-17,1161.66,-471.8385350814,64.7133016996
M1315,2012-06-17,1277.13,-26.3373846076,196.8299650298
M1316,2012-06-19,1293.13,684.1860888788,398.4998298772
M1317,2012-06-19,1285.37,872.7080633387,406.7962808954
M1318,2012-06-19,1299.46,599.8705435857,409.562647175
M1319,2012-06-17,1273.63,-38.1028796715,189.7875313992
M1320,2012-06-17,1154.28,-307.6592664847,-117.6142437486
M1321,2012-06-19,1285.55,873.4618106295,406.7581912549
M1322,2012-06-19,1291.59,700.5135015653,386.2405231195
M1323,2012-06-17,1277.98,-20.6417694917,199.0278473515
M1324,2012-06-19,1299.49,599.4414912143,409.8548964048
M1325,2012-06-17,1149.27,-302.2592181788,-116.8558910806
M1326,2012-06-17,1155.82,-310.4376345115,-113.1163688945
M1327,2012-06-17,1161.46,-471.8159766359,61.8879470797
M1328,2012-06-19,1283.9,876.0432236129,406.6393691208
M1329,2012-06-19,1291.73,702.3445986032,384.6505464101
M1330,2012-06-19,1290.76,739.0280772967,375.3279692484
M1331,2012-06-19,1299.92,606.999126869,410.7550029606
M1332,2012-06-19,1286.46,791.8318277141,393.3200755827
M1333,2012-06-17,1162.03,-473.1150100073,64.6328808926
M1334,2012-06-19,1286.6,793.1235992522,394.4921759339
M1335,2012-06-17,1183.76,-653.1013592875,220.0506745912
M1336,2012-06-19,1281.18,904.6807873863,403.7684325418
M1337,2012-06-19,1285.18,834.1423334504,405.7186469911
M1338,2012-06-19,1291.88,721.369095989,380.9729921762
M1339,2012-06-17,1162.53,-471.5356242666,61.9481769428
M1340,2012-06-19,1282.42,894.4788859109,395.504989096
M1341,2012-06-19,1291.61,738.7532991393,378.0927289454
M1342,2012-06-19,1291.67,738.6094445165,375.2036621403
M1343,2012-06-17,1158.77,-304.2680218003,-123.6224239068
M1344,2012-06-19,1293.29,686.0133036861,396.8943436416
M1345,2012-06-19,1286.07,813.7242453378,392.7057327675
M1346,2012-06-19,1284.71,827.0645310886,403.7126330296
M1347,2012-06-19,1299.54,610.9291220372,412.8169767587
M1348,2012-06-19,1291.9,731.919592003,376.728266689
M1349,2012-06-19,1299.18,616.4385722651,417.6459186822
M1350,2012-06-19,1294.19,659.7845438643,424.3476461777
M1351,2012-06-18,1329.13,88.4500738282,320.2161175832
M1353,2012-06-18,1361.15,-12.8371931582,809.779773185
M1354,2012-06-19,1401.42,-313.3171596987,913.4130819691
M1355,2012-06-20,1342.6,-208.3442196109,438.4050851995
M1356,2012-06-18,1367.61,-2.1582545914,937.1065379204
M1357,2012-06-18,1365.45,-0.9857259725,927.5812527724
M1358,2012-06-20,1280.89,933.6816265077,402.5327982781
M1359,2012-06-20,1362.45,-4.1672196279,941.238351916
M1360,2012-06-18,1367.03,-2.0914942492,937.2823806768
M1361,2012-06-18,1341.5,-175.1908288656,416.3954473622
M1362,2012-06-19,1134.86,611.9505381524,103.3088984182
M1363,2012-06-20,1330.28,47.6181184349,307.8370220819
M1364,2012-06-19,1139.48,593.3003870781,101.2547608987
M1365,2012-06-20,1359.7,-13.5622488845,807.0591702228
M1366,2012-06-19,1152.71,1092.2514503853,-45.7917648992
M1367,2012-06-19,1137.5,852.2892355236,95.6346013444
M1368,2012-06-18,1338.9,-120.8579062954,377.687591074
M1369,2012-06-19,1183.56,1765.6444480324,-263.4527615132
M1370,2012-06-19,1158.07,1466.4349369817,-48.4156110017
M1371,2012-06-18,1324.15,151.1477350628,417.9117704434
M1372,2012-06-18,1328.51,88.1721576435,320.5833804077
M1373,2012-06-19,1374.66,-60.0842146192,1050.9057616657
M1374,2012-06-19,1374.89,-84.8433764643,1052.4513952602
M1375,2012-06-18,1367.41,-2.3069375082,937.3302554097
M1376,2012-06-19,1373.86,-59.9305773551,1050.4110272182
M1377,2012-06-18,1328.91,87.686325663,319.9867704529
M1378,2012-06-19,1373.49,-60.75088468,1050.5954191489
M1379,2012-06-19,1182.78,1766.726403334,-263.0822490063
M1380,2012-06-29,1405.55,-421.2919046697,891.1820538975
M1381,2012-06-19,1157.28,1324.9568793335,-75.0191320376
M1382,2012-06-19,1150.4,1094.0643835882,-46.135466448
M1383,2012-06-20,1280.19,951.3145710202,426.7231123606
M1384,2012-06-29,1412.78,-619.6446626307,867.0639363565
M1385,2012-06-19,1149.98,1094.4343512481,-45.5941814175
M1386,2012-06-19,1376.49,-60.3375163525,1050.9951390065
M1387,2012-06-20,1368.72,-23.7572931795,978.74430246
M1388,2012-06-20,1280.27,936.2618600681,404.4128995342
M1389,2012-06-20,1361.52,-14.8843468113,831.8632034436
M1390,2012-06-18,1323.93,151.2097159147,417.5790589964
M1391,2012-06-20,1371.65,-15.4053579525,1049.4021354411
M1392,2012-06-19,1373.84,-59.8169930798,1050.6418844787
M1393,2012-06-19,1157.23,1536.3745544501,-23.6423400957
M1394,2012-06-19,1155.91,1312.9555714403,-64.6820976147
M1395,2012-06-30,1177.26,-926.733006207,264.0045937942
M1396,2012-06-19,1180.59,1696.67225314,-230.9384823274
M1397,2012-06-19,1137,891.9647833269,51.8087562397
M1398,2012-06-20,1293.04,694.9482408135,388.4004595559
M1399,2012-06-19,1373.92,-60.0100438137,1050.7406001659
M1400,2012-06-19,1151.98,1100.0851163076,-51.0750765791
M1401,2012-06-19,1388.11,-230.9664557083,1255.4137828248
M1402,2012-06-19,1398.45,-227.8191535663,1263.9380503846
M1403,2012-06-29,1427.89,-1017.4799655977,1036.102170866
M1404,2012-06-29,1402.38,-387.7792828738,901.3818761464
M1405,2012-06-29,1429.33,-1019.739998858,1036.0526878899
M1406,2012-06-20,1175.01,-876.1667345939,231.8265034035
M1407,2012-06-20,1212.02,-1500.1246497996,418.7958318405
M1408,2012-06-19,1391.23,-227.7992562617,1273.1438744431
M1409,2012-06-29,1424.65,-984.7659617495,1030.2756346753
M1410,2012-06-19,1378.52,-240.1172485615,889.0578049812
M1411,2012-06-29,1392,-245.134355161,1188.3021528609
M1412,2012-06-29,1414.01,-626.4665739193,867.3908540281
M1413,2012-06-20,1185.2,-1023.1010575771,272.5722295223
M1414,2012-06-20,1173.97,-764.0906989409,201.8244470013
M1415,2012-06-19,1375.16,-88.5006454495,1054.5667587062
M1416,2012-06-20,1217.14,-1598.0273932269,384.8972776653
M1417,2012-06-19,1388.02,-230.6704391546,1264.7265324397
M1418,2012-06-29,1429.62,-1036.2980767228,1041.8566530272
M1419,2012-06-19,1393.2,-246.3218804868,1180.9236325678
M1420,2012-06-20,1193.29,-1171.9195584625,271.1061906694
M1421,2012-06-29,1400.89,-318.0233262939,914.6571776327
M1422,2012-06-29,1428.8,-1053.8028910888,1046.6127933785
M1423,2012-06-19,1390.81,-222.9680650772,1288.3360830145
M1424,2012-06-29,1428.29,-1025.2374975797,1038.2887838651
M1425,2012-06-20,1209.98,-1472.2305497272,417.932311154
M1426,2012-06-29,1412.67,-628.9753697237,869.1707459167
M1427,2012-06-20,1210.66,-1488.0324719707,422.7705616821
M1428,2012-06-29,1407.98,-434.448950476,884.3443057546
M1429,2012-06-19,1386.68,-224.023892912,1286.1510383049
M1430,2012-06-19,1374.98,-87.8490962568,1054.4041909166
M1431,2012-06-20,1210.08,-1472.9470266412,421.1673774896
M1432,2012-06-29,1410.36,-542.120362395,866.5582421543
M1433,2012-06-29,1430.19,-1059.4027569442,1048.0826888261
M1434,2012-06-29,1400.44,-315.9278557104,913.7603192655
M1435,2012-06-27,1390.36,-225.5795026168,1271.6626714971
M1436,2012-06-19,1385.7,-232.2909176104,1256.4498991203
M1437,2012-06-20,1178.51,-919.5637864089,253.7268224806
M1439,2012-06-29,1403.48,-376.5580617529,901.2147473907
M1438,2012-06-20,NA,NA,NA
M1440,2012-06-29,1409.2,-544.1678389253,866.194224935
M1441,2012-06-29,1426.13,-938.1061982315,1009.8491058946
M1442,2012-06-29,1401.27,-314.7397661363,914.48359928
M1443,2012-06-29,1410.97,-537.2331264351,866.2503844453
M1444,2012-06-20,1219.64,-1593.089446475,386.1961367186
M1445,2012-06-20,1216.73,-1566.9505121307,405.0165250683
M1447,2012-06-29,1409.94,-481.6565363987,865.9192536836
M1448,2012-06-20,1174.09,-761.3261874057,200.3259919668
M1449,2012-06-20,1210.36,-1476.5780445422,421.0377371246
M1451,2012-06-30,1163.66,-479.505984687,79.1115524815
M1452,2012-06-20,1139.87,358.5495083958,100.117856266
M1454,2013-06-08,1140.05,367.6049239177,100.4151552618
M1453,2012-06-30,1214.3,-1482.1878999714,424.870109044
